,Protein Name,Protein Id,Antibody Id,Reliability Verification,Tissue,Organ,Staining Level,Intensity Level,Quantity,SnomedParameters,URL,IF Verification,locations,IF Organ,cytoplasm,cytoskeleton,endoplasmic reticulum,golgi apparatus,lysosomes,mitochondria,nucleoli,nucleus,plasma membrane,vesicles,Pair Idx
909319,XPO5,ENSG00000124571,HPA023959,supported,Cerebellum,Brain,medium;medium;high,moderate;moderate;strong,>75%;75%-25%;75%-25%,"Normal tissue, NOS;Cerebellum",ENSG00000124571/Brain/Cerebellum/HPA023959/52605_B_9_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-347424
909320,XPO5,ENSG00000124571,HPA023959,supported,Cerebellum,Brain,medium;medium;high,moderate;moderate;strong,>75%;75%-25%;75%-25%,"Normal tissue, NOS;Cerebellum",ENSG00000124571/Brain/Cerebellum/HPA023959/52605_B_8_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-347424
910423,AARS2,ENSG00000124608,HPA035636,approved,Cerebellum,Brain,high;medium;medium,strong;moderate;moderate,75%-25%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000124608/Brain/Cerebellum/HPA035636/73287_B_7_8.jpg,enhanced,mitochondria,Brain,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-347851
910424,AARS2,ENSG00000124608,HPA035636,approved,Cerebellum,Brain,high;medium;medium,strong;moderate;moderate,75%-25%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000124608/Brain/Cerebellum/HPA035636/73287_B_9_8.jpg,enhanced,mitochondria,Brain,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-347851
910425,AARS2,ENSG00000124608,HPA035636,approved,Cerebellum,Brain,high;medium;medium,strong;moderate;moderate,75%-25%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000124608/Brain/Cerebellum/HPA035636/73287_B_8_8.jpg,enhanced,mitochondria,Brain,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-347851
911197,MOCS1,ENSG00000124615,HPA045783,uncertain,Colon,Gastrointestinal tract,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Colon",ENSG00000124615/Gastrointestinal tract/Colon/HPA045783/105310_A_9_3.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348137
911198,MOCS1,ENSG00000124615,HPA045783,uncertain,Colon,Gastrointestinal tract,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Colon",ENSG00000124615/Gastrointestinal tract/Colon/HPA045783/105310_A_8_3.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348137
911199,MOCS1,ENSG00000124615,HPA045783,uncertain,Colon,Gastrointestinal tract,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Colon",ENSG00000124615/Gastrointestinal tract/Colon/HPA045783/105310_A_7_3.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348137
911200,MOCS1,ENSG00000124615,HPA045783,uncertain,Duodenum,Gastrointestinal tract,high,strong,>75%,"Normal tissue, NOS;Duodenum",ENSG00000124615/Gastrointestinal tract/Duodenum/HPA045783/105310_A_9_2.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348138
911201,MOCS1,ENSG00000124615,HPA045783,uncertain,Duodenum,Gastrointestinal tract,high,strong,>75%,"Normal tissue, NOS;Duodenum",ENSG00000124615/Gastrointestinal tract/Duodenum/HPA045783/105310_A_7_2.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348138
911202,MOCS1,ENSG00000124615,HPA045783,uncertain,Duodenum,Gastrointestinal tract,high,strong,>75%,"Normal tissue, NOS;Duodenum",ENSG00000124615/Gastrointestinal tract/Duodenum/HPA045783/105310_A_8_2.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348138
911218,MOCS1,ENSG00000124615,HPA045783,uncertain,Gallbladder,Liver & gallbladder,high,strong,>75%,"Normal tissue, NOS;Gallbladder;Peripheral nerve tissue",ENSG00000124615/Liver & gallbladder/Gallbladder/HPA045783/105310_A_5_4.jpg,enhanced,cytosol,Liver & Gallbladder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348144
911219,MOCS1,ENSG00000124615,HPA045783,uncertain,Gallbladder,Liver & gallbladder,high,strong,>75%,"Normal tissue, NOS;Gallbladder",ENSG00000124615/Liver & gallbladder/Gallbladder/HPA045783/105310_A_6_4.jpg,enhanced,cytosol,Liver & Gallbladder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348144
911220,MOCS1,ENSG00000124615,HPA045783,uncertain,Gallbladder,Liver & gallbladder,high,strong,>75%,"Normal tissue, NOS;Gallbladder",ENSG00000124615/Liver & gallbladder/Gallbladder/HPA045783/105310_A_4_4.jpg,enhanced,cytosol,Liver & Gallbladder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348144
911256,MOCS1,ENSG00000124615,HPA045783,uncertain,Rectum,Gastrointestinal tract,high,strong,>75%,"Normal tissue, NOS;Rectum",ENSG00000124615/Gastrointestinal tract/Rectum/HPA045783/105310_A_5_3.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348158
911257,MOCS1,ENSG00000124615,HPA045783,uncertain,Rectum,Gastrointestinal tract,high,strong,>75%,"Normal tissue, NOS;Rectum;Peripheral nerve tissue",ENSG00000124615/Gastrointestinal tract/Rectum/HPA045783/105310_A_4_3.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348158
911258,MOCS1,ENSG00000124615,HPA045783,uncertain,Rectum,Gastrointestinal tract,high,strong,>75%,"Normal tissue, NOS;Rectum",ENSG00000124615/Gastrointestinal tract/Rectum/HPA045783/105310_A_6_3.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348158
911272,MOCS1,ENSG00000124615,HPA045783,uncertain,Small intestine,Gastrointestinal tract,high,strong,>75%,"Normal tissue, NOS;Small intestine",ENSG00000124615/Gastrointestinal tract/Small intestine/HPA045783/105310_A_6_2.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348164
911273,MOCS1,ENSG00000124615,HPA045783,uncertain,Small intestine,Gastrointestinal tract,high,strong,>75%,"Normal tissue, NOS;Small intestine",ENSG00000124615/Gastrointestinal tract/Small intestine/HPA045783/105310_A_5_2.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348164
911274,MOCS1,ENSG00000124615,HPA045783,uncertain,Small intestine,Gastrointestinal tract,high,strong,>75%,"Normal tissue, NOS;Small intestine",ENSG00000124615/Gastrointestinal tract/Small intestine/HPA045783/105310_A_4_2.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348164
911290,MOCS1,ENSG00000124615,HPA045783,uncertain,Stomach 2,Gastrointestinal tract,high,strong,>75%,"Normal tissue, NOS;Stomach, upper;Stomach",ENSG00000124615/Gastrointestinal tract/Stomach 2/HPA045783/105310_A_3_1.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348170
911291,MOCS1,ENSG00000124615,HPA045783,uncertain,Stomach 2,Gastrointestinal tract,high,strong,>75%,"Normal tissue, NOS;Stomach, upper;Stomach, lower",ENSG00000124615/Gastrointestinal tract/Stomach 2/HPA045783/105310_A_1_1.jpg,enhanced,cytosol,Gastrointestinal tract,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-348170
927078,CCDC93,ENSG00000125633,HPA054183,approved,Gallbladder,Liver & gallbladder,high,strong,>75%,"Normal tissue, NOS;Gallbladder;Peripheral nerve tissue",ENSG00000125633/Liver & gallbladder/Gallbladder/HPA054183/126749_A_4_4.jpg,enhanced,vesicles,Liver & Gallbladder,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-354261
927079,CCDC93,ENSG00000125633,HPA054183,approved,Gallbladder,Liver & gallbladder,high,strong,>75%,"Normal tissue, NOS;Gallbladder",ENSG00000125633/Liver & gallbladder/Gallbladder/HPA054183/126749_A_6_4.jpg,enhanced,vesicles,Liver & Gallbladder,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-354261
927656,GTF2F1,ENSG00000125651,HPA022793,supported,Caudate,Brain,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000125651/Brain/Caudate/HPA022793/50357_B_9_7.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-354488
927657,GTF2F1,ENSG00000125651,HPA022793,supported,Caudate,Brain,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000125651/Brain/Caudate/HPA022793/50357_B_7_7.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-354488
927658,GTF2F1,ENSG00000125651,HPA022793,supported,Cerebellum,Brain,medium;medium;high,moderate;moderate;strong,>75%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000125651/Brain/Cerebellum/HPA022793/50357_B_7_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-354489
927659,GTF2F1,ENSG00000125651,HPA022793,supported,Cerebellum,Brain,medium;medium;high,moderate;moderate;strong,>75%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000125651/Brain/Cerebellum/HPA022793/50357_B_9_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-354489
927660,GTF2F1,ENSG00000125651,HPA022793,supported,Cerebellum,Brain,medium;medium;high,moderate;moderate;strong,>75%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000125651/Brain/Cerebellum/HPA022793/50357_B_8_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-354489
927661,GTF2F1,ENSG00000125651,HPA022793,supported,Cerebral cortex,Brain,medium;medium;high;not detected,moderate;moderate;strong;negative,75%-25%;>75%;>75%;none,"Normal tissue, NOS;Developmental malformation;Cerebral cortex",ENSG00000125651/Brain/Cerebral cortex/HPA022793/50357_B_8_5.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-354490
927662,GTF2F1,ENSG00000125651,HPA022793,supported,Cerebral cortex,Brain,medium;medium;high;not detected,moderate;moderate;strong;negative,75%-25%;>75%;>75%;none,"Normal tissue, NOS;Cerebral cortex",ENSG00000125651/Brain/Cerebral cortex/HPA022793/50357_B_7_5.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-354490
927663,GTF2F1,ENSG00000125651,HPA022793,supported,Cerebral cortex,Brain,medium;medium;high;not detected,moderate;moderate;strong;negative,75%-25%;>75%;>75%;none,"Normal tissue, NOS;Cerebral cortex;Hippocampus",ENSG00000125651/Brain/Cerebral cortex/HPA022793/50357_B_9_5.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-354490
927688,GTF2F1,ENSG00000125651,HPA022793,supported,Hippocampus,Brain,high;high,strong;strong,75%-25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000125651/Brain/Hippocampus/HPA022793/50357_B_9_6.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-354501
927689,GTF2F1,ENSG00000125651,HPA022793,supported,Hippocampus,Brain,high;high,strong;strong,75%-25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000125651/Brain/Hippocampus/HPA022793/50357_B_8_6.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-354501
927690,GTF2F1,ENSG00000125651,HPA022793,supported,Hippocampus,Brain,high;high,strong;strong,75%-25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000125651/Brain/Hippocampus/HPA022793/50357_B_7_6.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-354501
927724,GTF2F1,ENSG00000125651,HPA022793,supported,Skin 1,Skin,high;high;high;high,strong;strong;strong;strong,>75%;>75%;>75%;>75%,"Normal tissue, NOS;Skin",ENSG00000125651/Skin/Skin 1/HPA022793/50357_B_9_1.jpg,enhanced,nucleoplasm;cell junctions,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,N-354517
927725,GTF2F1,ENSG00000125651,HPA022793,supported,Skin 1,Skin,high;high;high;high,strong;strong;strong;strong,>75%;>75%;>75%;>75%,"Normal tissue, NOS;Skin",ENSG00000125651/Skin/Skin 1/HPA022793/50357_B_8_1.jpg,enhanced,nucleoplasm;cell junctions,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,N-354517
927726,GTF2F1,ENSG00000125651,HPA022793,supported,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Vulva",ENSG00000125651/Skin/Skin 2/HPA022793/50357_B_5_8.jpg,enhanced,nucleoplasm;cell junctions,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,N-354518
927727,GTF2F1,ENSG00000125651,HPA022793,supported,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Vulva",ENSG00000125651/Skin/Skin 2/HPA022793/50357_B_4_8.jpg,enhanced,nucleoplasm;cell junctions,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,N-354518
934369,RRBP1,ENSG00000125844,HPA009026,enhanced,Cerebellum,Brain,medium;medium;high,strong;moderate;strong,<25%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000125844/Brain/Cerebellum/HPA009026/24357_B_9_8.jpg,enhanced,endoplasmic reticulum,Brain,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-357037
934370,RRBP1,ENSG00000125844,HPA009026,enhanced,Cerebellum,Brain,medium;medium;high,strong;moderate;strong,<25%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000125844/Brain/Cerebellum/HPA009026/24357_B_8_8.jpg,enhanced,endoplasmic reticulum,Brain,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-357037
934371,RRBP1,ENSG00000125844,HPA009026,enhanced,Cerebral cortex,Brain,medium;high;high;not detected,moderate;strong;strong;negative,>75%;>75%;>75%;none,"Normal tissue, NOS;Cerebral cortex",ENSG00000125844/Brain/Cerebral cortex/HPA009026/24357_B_8_5.jpg,enhanced,endoplasmic reticulum,Brain,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-357038
934372,RRBP1,ENSG00000125844,HPA009026,enhanced,Cerebral cortex,Brain,medium;high;high;not detected,moderate;strong;strong;negative,>75%;>75%;>75%;none,"Normal tissue, NOS;Cerebral cortex",ENSG00000125844/Brain/Cerebral cortex/HPA009026/24357_B_7_5.jpg,enhanced,endoplasmic reticulum,Brain,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-357038
934373,RRBP1,ENSG00000125844,HPA009026,enhanced,Cerebral cortex,Brain,medium;high;high;not detected,moderate;strong;strong;negative,>75%;>75%;>75%;none,"Normal tissue, NOS;Cerebral cortex",ENSG00000125844/Brain/Cerebral cortex/HPA009026/24357_B_9_5.jpg,enhanced,endoplasmic reticulum,Brain,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-357038
934442,RRBP1,ENSG00000125844,HPA009026,enhanced,Soft tissue 1,Connective & soft tissue,high;medium,strong;moderate,>75%;75%-25%,"Normal tissue, NOS;Inflammation, NOS;Vascular tissue;Salivary gland",ENSG00000125844/Connective & soft tissue/Soft tissue 1/HPA009026/24357_B_3_8.jpg,enhanced,endoplasmic reticulum,Mesenchymal,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-357062
934443,RRBP1,ENSG00000125844,HPA009026,enhanced,Soft tissue 1,Connective & soft tissue,high;medium,strong;moderate,>75%;75%-25%,"Normal tissue, NOS;Soft tissue",ENSG00000125844/Connective & soft tissue/Soft tissue 1/HPA009026/24357_B_2_8.jpg,enhanced,endoplasmic reticulum,Mesenchymal,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-357062
937683,HNRNPR,ENSG00000125944,HPA026092,supported,Caudate,Brain,medium;high,moderate;strong,75%-25%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000125944/Brain/Caudate/HPA026092/56818_B_9_7.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-358311
937684,HNRNPR,ENSG00000125944,HPA026092,supported,Caudate,Brain,medium;high,moderate;strong,75%-25%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000125944/Brain/Caudate/HPA026092/56818_B_7_7.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-358311
937685,HNRNPR,ENSG00000125944,HPA026092,supported,Caudate,Brain,medium;high,moderate;strong,75%-25%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000125944/Brain/Caudate/HPA026092/56818_B_8_7.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-358311
937686,HNRNPR,ENSG00000125944,HPA026092,supported,Cerebellum,Brain,high;high;medium,strong;strong;moderate,>75%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000125944/Brain/Cerebellum/HPA026092/56818_B_7_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-358312
937687,HNRNPR,ENSG00000125944,HPA026092,supported,Cerebellum,Brain,high;high;medium,strong;strong;moderate,>75%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000125944/Brain/Cerebellum/HPA026092/56818_B_9_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-358312
937688,HNRNPR,ENSG00000125944,HPA026092,supported,Cerebellum,Brain,high;high;medium,strong;strong;moderate,>75%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000125944/Brain/Cerebellum/HPA026092/56818_B_8_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-358312
937689,HNRNPR,ENSG00000125944,HPA026092,supported,Cerebral cortex,Brain,not detected;high;high;not detected,negative;strong;strong;negative,none;75%-25%;>75%;none,"Normal tissue, NOS;Developmental malformation;Cerebral cortex",ENSG00000125944/Brain/Cerebral cortex/HPA026092/56818_B_9_5.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-358313
937690,HNRNPR,ENSG00000125944,HPA026092,supported,Cerebral cortex,Brain,not detected;high;high;not detected,negative;strong;strong;negative,none;75%-25%;>75%;none,"Normal tissue, NOS;Cerebral cortex",ENSG00000125944/Brain/Cerebral cortex/HPA026092/56818_B_7_5.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-358313
937691,HNRNPR,ENSG00000125944,HPA026092,supported,Cerebral cortex,Brain,not detected;high;high;not detected,negative;strong;strong;negative,none;75%-25%;>75%;none,"Normal tissue, NOS;Cerebral cortex",ENSG00000125944/Brain/Cerebral cortex/HPA026092/56818_B_8_5.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-358313
937722,HNRNPR,ENSG00000125944,HPA026092,supported,Hippocampus,Brain,high;medium,strong;moderate,75%-25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000125944/Brain/Hippocampus/HPA026092/56818_B_9_6.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-358324
937723,HNRNPR,ENSG00000125944,HPA026092,supported,Hippocampus,Brain,high;medium,strong;moderate,75%-25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000125944/Brain/Hippocampus/HPA026092/56818_B_7_6.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-358324
937724,HNRNPR,ENSG00000125944,HPA026092,supported,Hippocampus,Brain,high;medium,strong;moderate,75%-25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000125944/Brain/Hippocampus/HPA026092/56818_B_8_6.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-358324
940922,PSMB2,ENSG00000126067,HPA026322,approved,Cerebellum,Brain,medium;low;high,moderate;weak;strong,>75%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000126067/Brain/Cerebellum/HPA026322/56172_B_8_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-359539
940923,PSMB2,ENSG00000126067,HPA026322,approved,Cerebellum,Brain,medium;low;high,moderate;weak;strong,>75%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000126067/Brain/Cerebellum/HPA026322/56172_B_7_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-359539
940924,PSMB2,ENSG00000126067,HPA026322,approved,Cerebellum,Brain,medium;low;high,moderate;weak;strong,>75%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000126067/Brain/Cerebellum/HPA026322/56172_B_9_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-359539
948637,TRAP1,ENSG00000126602,HPA041082,enhanced,Breast,Female tissues,medium;high;high,moderate;strong;strong,75%-25%;>75%;>75%,"Normal tissue, NOS;Breast",ENSG00000126602/Female tissues/Breast/HPA041082/123284_B_1_4.jpg,enhanced,mitochondria,Female reproductive system,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-362490
948638,TRAP1,ENSG00000126602,HPA041082,enhanced,Breast,Female tissues,medium;high;high,moderate;strong;strong,75%-25%;>75%;>75%,"Normal tissue, NOS;Breast",ENSG00000126602/Female tissues/Breast/HPA041082/123284_B_2_4.jpg,enhanced,mitochondria,Female reproductive system,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-362490
948639,TRAP1,ENSG00000126602,HPA041082,enhanced,Breast,Female tissues,medium;high;high,moderate;strong;strong,75%-25%;>75%;>75%,"Normal tissue, NOS;Breast",ENSG00000126602/Female tissues/Breast/HPA041082/123284_B_3_4.jpg,enhanced,mitochondria,Female reproductive system,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-362490
948649,TRAP1,ENSG00000126602,HPA041082,enhanced,Cervix,Female tissues,high;medium,strong;moderate,>75%;>75%,"Normal tissue, NOS;Cervix",ENSG00000126602/Female tissues/Cervix/HPA041082/123284_B_9_3.jpg,enhanced,mitochondria,Female reproductive system,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-362495
948650,TRAP1,ENSG00000126602,HPA041082,enhanced,Cervix,Female tissues,high;medium,strong;moderate,>75%;>75%,"Normal tissue, NOS;Cervix",ENSG00000126602/Female tissues/Cervix/HPA041082/123284_B_8_3.jpg,enhanced,mitochondria,Female reproductive system,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-362495
948655,TRAP1,ENSG00000126602,HPA041082,enhanced,Endometrium 1,Female tissues,high;high,strong;strong,75%-25%;>75%,"Normal tissue, NOS;Endometrium",ENSG00000126602/Female tissues/Endometrium 1/HPA041082/123284_B_5_3.jpg,enhanced,mitochondria,Female reproductive system,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-362498
948656,TRAP1,ENSG00000126602,HPA041082,enhanced,Endometrium 1,Female tissues,high;high,strong;strong,75%-25%;>75%,"Normal tissue, NOS;Endometrium",ENSG00000126602/Female tissues/Endometrium 1/HPA041082/123284_B_6_3.jpg,enhanced,mitochondria,Female reproductive system,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-362498
948657,TRAP1,ENSG00000126602,HPA041082,enhanced,Endometrium 1,Female tissues,high;high,strong;strong,75%-25%;>75%,"Normal tissue, NOS;Endometrium",ENSG00000126602/Female tissues/Endometrium 1/HPA041082/123284_B_4_3.jpg,enhanced,mitochondria,Female reproductive system,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-362498
948658,TRAP1,ENSG00000126602,HPA041082,enhanced,Endometrium 2,Female tissues,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Endometrium",ENSG00000126602/Female tissues/Endometrium 2/HPA041082/123284_B_3_3.jpg,enhanced,mitochondria,Female reproductive system,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-362499
948659,TRAP1,ENSG00000126602,HPA041082,enhanced,Endometrium 2,Female tissues,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Endometrium",ENSG00000126602/Female tissues/Endometrium 2/HPA041082/123284_B_2_3.jpg,enhanced,mitochondria,Female reproductive system,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-362499
948665,TRAP1,ENSG00000126602,HPA041082,enhanced,Fallopian tube,Female tissues,high,strong,>75%,"Normal tissue, NOS;Carcinoma, NOS;Fallopian tube;Ovary",ENSG00000126602/Female tissues/Fallopian tube/HPA041082/123284_A_7_7.jpg,enhanced,mitochondria,Female reproductive system,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-362502
